mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.01772729555765788,0.007002270006991793,0.0,0.0,0.1,l1,lbfgs,"{'C': 0.1, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,10
1.4317326545715332,0.4276930673567213,0.00907588005065918,0.00011848723764969347,0.1,l1,liblinear,"{'C': 0.1, 'penalty': 'l1', 'solver': 'liblinear'}",0.2755430410297667,0.2835880933226066,0.27283702213279676,0.27732271882839,0.004565948074772231,9
12.384657621383667,0.37801573891968954,0.013994216918945312,0.0022950114219000453,0.1,l2,lbfgs,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.665728077232502,0.6769911504424779,0.6841046277665996,0.6756079518138599,0.007565682662202125,6
0.8979277610778809,0.04383923957797289,0.01349186897277832,0.0022273141754248684,0.1,l2,liblinear,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.66934835076428,0.6786001609010458,0.6857142857142857,0.6778875991265373,0.006700336554175109,5
0.0037987232208251953,0.00018996680111087077,0.0,0.0,1.0,l1,lbfgs,"{'C': 1.0, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,10
1.2888373533884685,0.03778252502196494,0.009579737981160482,0.0004136215507509515,1.0,l1,liblinear,"{'C': 1.0, 'penalty': 'l1', 'solver': 'liblinear'}",0.6013676588897828,0.6049879324215608,0.6144869215291751,0.606947504280173,0.005532251166396101,8
22.074422279993694,0.9683391190336043,0.019484440485636394,0.006218728985609395,1.0,l2,lbfgs,"{'C': 1.0, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6773934030571199,0.6922767497988737,0.7030181086519115,0.6908960871693016,0.010506698059728632,4
1.2283294995625813,0.2542126019293239,0.011678695678710938,0.0036991545166950805,1.0,l2,liblinear,"{'C': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.6834271922767498,0.6934835076427996,0.7078470824949699,0.6949192608048399,0.01002093807731963,2
0.006232500076293945,0.003242062950409146,0.0,0.0,10.0,l1,lbfgs,"{'C': 10.0, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,10
2.691166798273722,1.3134052972769086,0.009293556213378906,0.0010527494502583802,10.0,l1,liblinear,"{'C': 10.0, 'penalty': 'l1', 'solver': 'liblinear'}",0.6122284794851166,0.6206757843925985,0.6269617706237425,0.6199553448338192,0.006036375392141021,7
25.259819984436035,4.95009623397487,0.009646892547607422,0.002090447276384461,10.0,l2,lbfgs,"{'C': 10.0, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6806114239742558,0.6938857602574416,0.7038229376257545,0.692773373952484,0.009508650236040212,3
1.085338830947876,0.14842821434435238,0.01067956288655599,0.0013941306368694256,10.0,l2,liblinear,"{'C': 10.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.6878519710378117,0.6954947707160096,0.7082494969818913,0.6971987462452377,0.00841397312463048,1
